station,date,report_type,source,hourlydewpointtemperature,hourlyprecipitation,hourlypressurechange,hourlyrelativehumidity,hourlyvisibility,hourlywindspeed,date_time,precipitation_lag_3h,precipitation_ma_24h,precipitation_ma_5d
USW00093862,2019-01-01T00:00:00,SOD,,,0.0,,,,,2018-12-31 18:00:00-06:00,,0.0,0.0
USW00093862,2019-01-01T00:00:00,SOM,,,0.0,,,,,2018-12-31 18:00:00-06:00,,0.0,0.0
USW00093862,2019-01-01T00:53:00,FM-15,343.0,51.0,0.0,,90.0,10.00,0.0,2018-12-31 18:53:00-06:00,,0.0,0.0
USW00093862,2019-01-01T01:34:00,FM-16,343.0,51.0,0.0,,90.0,10.00,0.0,2018-12-31 19:34:00-06:00,,0.0,0.0
USW00093862,2019-01-01T01:51:00,FM-16,343.0,52.0,0.0,,94.0,10.00,5.0,2018-12-31 19:51:00-06:00,,0.0,0.0
USW00093862,2019-01-01T01:53:00,FM-15,343.0,51.0,0.0,,90.0,10.00,5.0,2018-12-31 19:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T02:53:00,FM-15,343.0,50.0,0.0,0.04,93.0,10.00,5.0,2018-12-31 20:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T03:53:00,FM-15,343.0,48.0,0.0,0.04,93.0,10.00,3.0,2018-12-31 21:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T04:53:00,FM-15,343.0,48.0,0.0,0.04,93.0,10.00,5.0,2018-12-31 22:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T05:53:00,FM-15,343.0,47.0,0.0,0.04,89.0,10.00,5.0,2018-12-31 23:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T06:04:00,FM-16,343.0,47.0,0.0,0.04,89.0,10.00,5.0,2019-01-01 00:04:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T06:21:00,FM-16,343.0,46.0,0.0,0.04,90.0,10.00,5.0,2019-01-01 00:21:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T06:51:00,FM-16,343.0,46.0,0.0,0.04,94.0,10.00,6.0,2019-01-01 00:51:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T06:53:00,FM-15,343.0,47.0,0.0,0.04,93.0,10.00,6.0,2019-01-01 00:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T07:37:00,FM-16,343.0,46.0,0.0,0.04,90.0,10.00,6.0,2019-01-01 01:37:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T07:48:00,FM-16,343.0,46.0,0.0,0.04,88.0,10.00,7.0,2019-01-01 01:48:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T07:53:00,FM-15,343.0,47.0,0.0,0.04,89.0,10.00,8.0,2019-01-01 01:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T08:53:00,FM-15,343.0,48.0,0.0,0.04,86.0,10.00,10.0,2019-01-01 02:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T09:53:00,FM-15,343.0,48.0,0.0,0.04,83.0,10.00,9.0,2019-01-01 03:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T10:53:00,FM-15,343.0,47.0,0.0,0.04,77.0,10.00,7.0,2019-01-01 04:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T11:53:00,FM-15,343.0,48.0,0.0,-0.01,77.0,10.00,3.0,2019-01-01 05:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T12:21:00,FM-16,343.0,47.0,0.0,-0.01,74.0,10.00,3.0,2019-01-01 06:21:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T12:53:00,FM-15,343.0,47.0,0.0,-0.01,74.0,10.00,7.0,2019-01-01 06:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T13:53:00,FM-15,343.0,47.0,0.0,-0.01,72.0,10.00,6.0,2019-01-01 07:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T14:53:00,FM-15,343.0,46.0,0.0,0.02,75.0,10.00,10.0,2019-01-01 08:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T15:53:00,FM-15,343.0,45.0,0.0,0.02,74.0,10.00,10.0,2019-01-01 09:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T16:27:00,FM-16,343.0,45.0,0.0,0.02,77.0,10.00,10.0,2019-01-01 10:27:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T16:53:00,FM-15,343.0,44.0,0.0,0.02,77.0,10.00,8.0,2019-01-01 10:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T17:08:00,FM-16,343.0,44.0,0.0,0.02,77.0,10.00,8.0,2019-01-01 11:08:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T17:20:00,FM-16,343.0,44.0,0.0,0.02,80.0,10.00,7.0,2019-01-01 11:20:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T17:53:00,FM-15,343.0,44.0,0.0,0.02,80.0,10.00,7.0,2019-01-01 11:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T18:53:00,FM-15,343.0,43.0,0.0,0.02,83.0,10.00,7.0,2019-01-01 12:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T19:53:00,FM-15,343.0,43.0,0.0,0.02,86.0,10.00,7.0,2019-01-01 13:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T20:03:00,FM-16,343.0,43.0,0.0,0.02,86.0,10.00,7.0,2019-01-01 14:03:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T20:53:00,FM-15,343.0,42.0,0.0,0.03,80.0,10.00,7.0,2019-01-01 14:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T21:53:00,FM-15,343.0,42.0,0.0,0.03,83.0,10.00,8.0,2019-01-01 15:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T22:53:00,FM-15,343.0,42.0,0.0,0.03,83.0,10.00,9.0,2019-01-01 16:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-01T23:53:00,FM-15,343.0,42.0,0.0,0.0,83.0,10.00,9.0,2019-01-01 17:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-02T00:00:00,SOD,343.0,42.0,0.0,0.0,83.0,10.00,9.0,2019-01-01 18:00:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-02T00:53:00,FM-15,343.0,42.0,0.0,0.0,83.0,10.00,9.0,2019-01-01 18:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-02T01:53:00,FM-15,343.0,42.0,0.0,0.0,83.0,10.00,8.0,2019-01-01 19:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-02T02:53:00,FM-15,343.0,42.0,0.0,-0.03,83.0,10.00,8.0,2019-01-01 20:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-02T03:53:00,FM-15,343.0,42.0,0.0,-0.03,83.0,10.00,7.0,2019-01-01 21:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-02T04:53:00,FM-15,343.0,42.0,0.0,-0.03,83.0,10.00,7.0,2019-01-01 22:53:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-02T05:51:00,FM-16,343.0,43.0,0.0,-0.03,87.0,5.00,9.0,2019-01-01 23:51:00-06:00,0.00,0.0,0.0
USW00093862,2019-01-02T05:53:00,FM-15,343.0,42.0,0.01,0.03,86.0,5.00,8.0,2019-01-01 23:53:00-06:00,0.00,0.0004166666666666667,0.0002173913043478261
USW00093862,2019-01-02T06:53:00,FM-15,343.0,43.0,0.04,0.03,89.0,5.00,6.0,2019-01-02 00:53:00-06:00,0.00,0.0020833333333333333,0.0010638297872340426
USW00093862,2019-01-02T07:53:00,FM-15,343.0,43.0,0.04,0.03,89.0,6.00,0.0,2019-01-02 01:53:00-06:00,0.00,0.00375,0.001875
USW00093862,2019-01-02T08:07:00,FM-16,343.0,43.0,0.04,0.03,89.0,5.00,3.0,2019-01-02 02:07:00-06:00,0.01,0.005416666666666667,0.002653061224489796
USW00093862,2019-01-02T08:17:00,FM-16,343.0,43.0,0.04,0.03,89.0,5.00,6.0,2019-01-02 02:17:00-06:00,0.04,0.007083333333333334,0.0034000000000000002
USW00093862,2019-01-02T08:53:00,FM-15,343.0,43.0,0.01,0.02,89.0,5.00,3.0,2019-01-02 02:53:00-06:00,0.04,0.0075,0.003529411764705882
USW00093862,2019-01-02T09:53:00,FM-15,343.0,43.0,0.0,0.02,86.0,4.00,6.0,2019-01-02 03:53:00-06:00,0.04,0.0075,0.003461538461538461
USW00093862,2019-01-02T10:53:00,FM-15,343.0,44.0,0.0,0.02,90.0,4.00,6.0,2019-01-02 04:53:00-06:00,0.04,0.0075,0.0033962264150943396
USW00093862,2019-01-02T11:53:00,FM-15,343.0,44.0,0.0,-0.06,90.0,5.00,8.0,2019-01-02 05:53:00-06:00,0.01,0.0075,0.003333333333333333
USW00093862,2019-01-02T12:53:00,FM-15,343.0,44.0,0.0,-0.06,86.0,5.00,5.0,2019-01-02 06:53:00-06:00,0.00,0.0075,0.0032727272727272726
USW00093862,2019-01-02T13:53:00,FM-15,343.0,44.0,0.0,-0.06,90.0,6.00,6.0,2019-01-02 07:53:00-06:00,0.00,0.0075,0.0032142857142857142
USW00093862,2019-01-02T14:02:00,FM-16,343.0,44.0,0.0,-0.06,90.0,2.50,7.0,2019-01-02 08:02:00-06:00,0.00,0.0075,0.003157894736842105
USW00093862,2019-01-02T14:53:00,FM-15,343.0,44.0,0.04,-0.06,90.0,2.50,7.0,2019-01-02 08:53:00-06:00,0.00,0.009166666666666667,0.003793103448275862
USW00093862,2019-01-02T15:00:00,FM-16,343.0,44.0,0.04,-0.06,90.0,1.50,7.0,2019-01-02 09:00:00-06:00,T,0.010833333333333334,0.004406779661016949
USW00093862,2019-01-02T15:53:00,FM-15,343.0,44.0,0.09,-0.06,90.0,1.50,7.0,2019-01-02 09:53:00-06:00,T,0.014583333333333332,0.005833333333333333
USW00093862,2019-01-02T16:00:00,FM-16,343.0,44.0,0.09,-0.06,90.0,1.50,8.0,2019-01-02 10:00:00-06:00,0.04,0.018333333333333333,0.007213114754098361
USW00093862,2019-01-02T16:04:00,FM-16,343.0,44.0,0.09,-0.06,90.0,1.50,8.0,2019-01-02 10:04:00-06:00,0.04,0.022083333333333333,0.008548387096774194
USW00093862,2019-01-02T16:09:00,FM-16,343.0,44.0,0.09,-0.06,90.0,1.50,8.0,2019-01-02 10:09:00-06:00,0.09,0.025833333333333333,0.009841269841269842
USW00093862,2019-01-02T16:27:00,FM-16,343.0,44.0,0.09,-0.06,93.0,1.50,8.0,2019-01-02 10:27:00-06:00,0.09,0.029583333333333333,0.01109375
USW00093862,2019-01-02T16:53:00,FM-15,343.0,44.0,0.13,-0.06,93.0,1.50,13.0,2019-01-02 10:53:00-06:00,0.09,0.034999999999999996,0.012923076923076923
USW00093862,2019-01-02T16:56:00,FM-16,343.0,44.0,0.13,-0.06,93.0,1.50,11.0,2019-01-02 10:56:00-06:00,0.09,0.04041666666666666,0.014696969696969696
USW00093862,2019-01-02T17:32:00,FM-16,343.0,44.0,0.13,-0.06,93.0,2.50,6.0,2019-01-02 11:32:00-06:00,0.09,0.04583333333333334,0.016417910447761197
USW00093862,2019-01-02T17:53:00,FM-15,343.0,43.0,0.12,-0.01,89.0,2.50,10.0,2019-01-02 11:53:00-06:00,0.13,0.050833333333333335,0.017941176470588235
USW00093862,2019-01-02T18:00:00,FM-16,343.0,44.0,0.12,-0.01,93.0,3.00,8.0,2019-01-02 12:00:00-06:00,0.13,0.05583333333333334,0.019420289855072465
USW00093862,2019-01-02T18:53:00,FM-15,343.0,44.0,0.09,-0.01,93.0,3.00,3.0,2019-01-02 12:53:00-06:00,0.13,0.059166666666666666,0.020428571428571428
USW00093862,2019-01-02T19:28:00,FM-16,343.0,43.0,0.09,-0.01,93.0,3.00,7.0,2019-01-02 13:28:00-06:00,0.12,0.06125,0.02140845070422535
USW00093862,2019-01-02T19:53:00,FM-15,343.0,43.0,0.09,-0.01,93.0,3.00,7.0,2019-01-02 13:53:00-06:00,0.12,0.06333333333333334,0.02236111111111111
USW00093862,2019-01-02T20:04:00,FM-16,343.0,43.0,0.09,-0.01,93.0,3.00,7.0,2019-01-02 14:04:00-06:00,0.09,0.06541666666666666,0.02328767123287671
USW00093862,2019-01-02T20:18:00,FM-16,343.0,43.0,0.09,-0.01,93.0,3.00,9.0,2019-01-02 14:18:00-06:00,0.09,0.0675,0.02418918918918919
USW00093862,2019-01-02T20:25:00,FM-16,343.0,43.0,0.09,-0.01,93.0,3.00,9.0,2019-01-02 14:25:00-06:00,0.09,0.07083333333333333,0.025066666666666664
USW00093862,2019-01-02T20:51:00,FM-16,343.0,43.0,0.09,-0.01,93.0,3.00,5.0,2019-01-02 14:51:00-06:00,0.09,0.07458333333333333,0.025921052631578945
USW00093862,2019-01-02T20:53:00,FM-15,343.0,43.0,0.13,0.02,93.0,3.00,3.0,2019-01-02 14:53:00-06:00,0.09,0.08,0.027272727272727275
USW00093862,2019-01-02T21:13:00,FM-16,343.0,43.0,0.13,0.02,93.0,3.00,7.0,2019-01-02 15:13:00-06:00,0.09,0.08541666666666665,0.028589743589743588
USW00093862,2019-01-02T21:43:00,FM-16,343.0,43.0,0.13,0.02,93.0,3.00,6.0,2019-01-02 15:43:00-06:00,0.09,0.09083333333333334,0.029873417721518986
USW00093862,2019-01-02T21:53:00,FM-15,343.0,43.0,0.12,0.02,93.0,3.00,8.0,2019-01-02 15:53:00-06:00,0.13,0.09583333333333333,0.031
USW00093862,2019-01-02T22:34:00,FM-16,343.0,43.0,0.12,0.02,93.0,3.00,5.0,2019-01-02 16:34:00-06:00,0.13,0.10083333333333333,0.03209876543209877
USW00093862,2019-01-02T22:53:00,FM-15,343.0,43.0,0.09,0.02,93.0,3.00,0.0,2019-01-02 16:53:00-06:00,0.13,0.10291666666666667,0.03280487804878049
USW00093862,2019-01-02T23:02:00,FM-16,343.0,43.0,0.09,0.02,93.0,3.00,5.0,2019-01-02 17:02:00-06:00,0.12,0.105,0.033493975903614456
USW00093862,2019-01-02T23:44:00,FM-16,343.0,43.0,0.09,0.02,93.0,3.00,3.0,2019-01-02 17:44:00-06:00,0.12,0.105,0.034166666666666665
USW00093862,2019-01-02T23:51:00,FM-16,343.0,43.0,0.09,0.02,93.0,3.00,5.0,2019-01-02 17:51:00-06:00,0.09,0.10499999999999998,0.034823529411764705
USW00093862,2019-01-02T23:53:00,FM-15,343.0,43.0,0.1,-0.02,96.0,3.00,3.0,2019-01-02 17:53:00-06:00,0.09,0.10541666666666666,0.03558139534883721
USW00093862,2019-01-03T00:00:00,SOD,343.0,43.0,0.1,-0.02,96.0,3.00,3.0,2019-01-02 18:00:00-06:00,0.09,0.10583333333333333,0.03632183908045977
USW00093862,2019-01-03T00:53:00,FM-15,343.0,42.0,0.07,-0.02,93.0,3.00,7.0,2019-01-02 18:53:00-06:00,0.09,0.10499999999999998,0.036704545454545455
USW00093862,2019-01-03T01:05:00,FM-16,343.0,42.0,0.07,-0.02,93.0,3.00,8.0,2019-01-02 19:05:00-06:00,0.10,0.1025,0.03707865168539325
USW00093862,2019-01-03T01:30:00,FM-16,343.0,42.0,0.07,-0.02,93.0,3.00,10.0,2019-01-02 19:30:00-06:00,0.10,0.09999999999999999,0.03744444444444445
USW00093862,2019-01-03T01:53:00,FM-15,343.0,42.0,0.03,-0.02,93.0,3.00,8.0,2019-01-02 19:53:00-06:00,0.07,0.09583333333333334,0.03736263736263736
USW00093862,2019-01-03T02:53:00,FM-15,343.0,42.0,0.03,-0.02,93.0,3.00,8.0,2019-01-02 20:53:00-06:00,0.07,0.09208333333333334,0.03728260869565218
USW00093862,2019-01-03T03:53:00,FM-15,343.0,42.0,0.0,-0.02,93.0,3.00,6.0,2019-01-02 21:53:00-06:00,0.07,0.08708333333333333,0.036881720430107526
USW00093862,2019-01-03T04:08:00,FM-16,343.0,42.0,0.0,-0.02,93.0,3.00,7.0,2019-01-02 22:08:00-06:00,0.03,0.08333333333333333,0.03648936170212766
USW00093862,2019-01-03T04:31:00,FM-16,343.0,42.0,0.0,-0.02,93.0,3.00,8.0,2019-01-02 22:31:00-06:00,0.03,0.07958333333333333,0.03610526315789474
USW00093862,2019-01-03T04:51:00,FM-16,343.0,43.0,0.0,-0.02,93.0,3.00,10.0,2019-01-02 22:51:00-06:00,T,0.07583333333333332,0.035729166666666666
USW00093862,2019-01-03T04:53:00,FM-15,343.0,42.0,0.0,-0.02,93.0,3.00,9.0,2019-01-02 22:53:00-06:00,T,0.07208333333333333,0.035360824742268045
USW00093862,2019-01-03T05:53:00,FM-15,343.0,41.0,0.0,-0.01,89.0,5.00,18.0,2019-01-02 23:53:00-06:00,T,0.06833333333333333,0.035
USW00093862,2019-01-03T06:53:00,FM-15,343.0,40.0,0.0,-0.01,89.0,4.00,14.0,2019-01-03 00:53:00-06:00,T,0.06458333333333334,0.03464646464646465
USW00093862,2019-01-03T07:53:00,FM-15,343.0,40.0,0.0,-0.01,89.0,4.00,7.0,2019-01-03 01:53:00-06:00,T,0.06083333333333333,0.034300000000000004
USW00093862,2019-01-03T08:53:00,FM-15,343.0,41.0,0.0,0.01,89.0,5.00,7.0,2019-01-03 02:53:00-06:00,0.00,0.05541666666666667,0.03396039603960396
USW00093862,2019-01-03T09:53:00,FM-15,343.0,41.0,0.0,0.01,86.0,5.00,8.0,2019-01-03 03:53:00-06:00,0.00,0.049999999999999996,0.03362745098039216
USW00093862,2019-01-03T10:53:00,FM-15,343.0,42.0,0.0,0.01,86.0,5.00,5.0,2019-01-03 04:53:00-06:00,0.00,0.04458333333333333,0.03330097087378641
USW00093862,2019-01-03T11:53:00,FM-15,343.0,43.0,0.0,-0.04,86.0,5.00,6.0,2019-01-03 05:53:00-06:00,0.00,0.03958333333333333,0.03298076923076923
USW00093862,2019-01-03T12:53:00,FM-15,343.0,43.0,0.0,-0.04,86.0,6.00,6.0,2019-01-03 06:53:00-06:00,0.00,0.034583333333333334,0.03266666666666667
USW00093862,2019-01-03T13:53:00,FM-15,343.0,43.0,0.0,-0.04,86.0,5.00,8.0,2019-01-03 07:53:00-06:00,0.00,0.030833333333333334,0.032358490566037734
USW00093862,2019-01-03T14:53:00,FM-15,343.0,43.0,0.0,-0.05,86.0,5.00,7.0,2019-01-03 08:53:00-06:00,0.00,0.02708333333333333,0.03205607476635514
USW00093862,2019-01-03T15:53:00,FM-15,343.0,44.0,0.0,-0.05,86.0,5.00,5.0,2019-01-03 09:53:00-06:00,0.00,0.023333333333333334,0.03175925925925926
USW00093862,2019-01-03T16:53:00,FM-15,343.0,44.0,0.0,-0.05,86.0,5.00,6.0,2019-01-03 10:53:00-06:00,0.00,0.019583333333333335,0.031467889908256885
USW00093862,2019-01-03T17:53:00,FM-15,343.0,45.0,0.0,-0.04,89.0,5.00,8.0,2019-01-03 11:53:00-06:00,0.00,0.015416666666666667,0.031181818181818182
USW00093862,2019-01-03T18:45:00,FM-16,343.0,46.0,0.0,-0.04,93.0,5.00,7.0,2019-01-03 12:45:00-06:00,0.00,0.011250000000000001,0.0309009009009009
USW00093862,2019-01-03T18:53:00,FM-15,343.0,46.0,0.02,-0.04,93.0,5.00,8.0,2019-01-03 12:53:00-06:00,0.00,0.009166666666666667,0.03080357142857143
USW00093862,2019-01-03T19:00:00,FM-16,343.0,46.0,0.02,-0.04,93.0,5.00,8.0,2019-01-03 13:00:00-06:00,T,0.007083333333333334,0.030707964601769912
USW00093862,2019-01-03T19:15:00,FM-16,343.0,46.0,0.02,-0.04,93.0,5.00,8.0,2019-01-03 13:15:00-06:00,T,0.005,0.030614035087719302
USW00093862,2019-01-03T19:53:00,FM-15,343.0,46.0,0.03,-0.04,93.0,5.00,8.0,2019-01-03 13:53:00-06:00,0.02,0.005,0.030608695652173914
USW00093862,2019-01-03T20:53:00,FM-15,343.0,47.0,0.01,-0.06,93.0,5.00,6.0,2019-01-03 14:53:00-06:00,0.02,0.004166666666666667,0.03043103448275862
USW00093862,2019-01-03T21:53:00,FM-15,343.0,47.0,0.01,-0.06,93.0,5.00,7.0,2019-01-03 15:53:00-06:00,0.02,0.004583333333333333,0.030256410256410255
USW00093862,2019-01-03T22:14:00,FM-16,343.0,47.0,0.01,-0.06,89.0,5.00,7.0,2019-01-03 16:14:00-06:00,0.03,0.005,0.030084745762711862
USW00093862,2019-01-03T22:53:00,FM-15,343.0,48.0,0.09,-0.06,93.0,5.00,11.0,2019-01-03 16:53:00-06:00,0.01,0.008749999999999999,0.03058823529411765
USW00093862,2019-01-03T23:07:00,FM-16,343.0,48.0,0.09,-0.06,89.0,5.00,10.0,2019-01-03 17:07:00-06:00,0.01,0.012499999999999999,0.031083333333333334
USW00093862,2019-01-03T23:51:00,FM-16,343.0,50.0,0.09,-0.06,94.0,5.00,8.0,2019-01-03 17:51:00-06:00,0.01,0.01625,0.03183333333333333
USW00093862,2019-01-03T23:53:00,FM-15,343.0,50.0,0.17,-0.13,93.0,5.00,7.0,2019-01-03 17:53:00-06:00,0.09,0.023333333333333334,0.03325
USW00093862,2019-01-04T00:00:00,SOD,343.0,50.0,0.17,-0.13,93.0,5.00,7.0,2019-01-03 18:00:00-06:00,0.09,0.030416666666666665,0.034666666666666665
USW00093862,2019-01-04T00:10:00,FM-16,343.0,50.0,0.17,-0.13,93.0,5.00,5.0,2019-01-03 18:10:00-06:00,0.09,0.0375,0.036083333333333335
USW00093862,2019-01-04T00:24:00,FM-16,343.0,50.0,0.17,-0.13,93.0,5.00,8.0,2019-01-03 18:24:00-06:00,0.17,0.044583333333333336,0.0375
USW00093862,2019-01-04T00:53:00,FM-15,343.0,50.0,0.04,-0.13,93.0,5.00,9.0,2019-01-03 18:53:00-06:00,0.17,0.046250000000000006,0.03783333333333334
USW00093862,2019-01-04T01:10:00,FM-16,343.0,51.0,0.04,-0.13,93.0,5.00,8.0,2019-01-03 19:10:00-06:00,0.17,0.04791666666666667,0.03816666666666667
USW00093862,2019-01-04T01:46:00,FM-16,343.0,51.0,0.04,-0.13,93.0,5.00,5.0,2019-01-03 19:46:00-06:00,0.17,0.04958333333333333,0.0385
USW00093862,2019-01-04T01:53:00,FM-15,343.0,51.0,0.0,-0.13,90.0,5.00,0.0,2019-01-03 19:53:00-06:00,0.04,0.04958333333333333,0.0385
USW00093862,2019-01-04T02:04:00,FM-16,343.0,51.0,0.0,-0.13,93.0,5.00,3.0,2019-01-03 20:04:00-06:00,0.04,0.04958333333333333,0.0385
USW00093862,2019-01-04T03:24:00,FM-16,343.0,51.0,0.0,-0.13,93.0,5.00,7.0,2019-01-03 21:24:00-06:00,0.04,0.04958333333333333,0.0385
USW00093862,2019-01-04T03:51:00,FM-16,343.0,52.0,0.0,-0.13,94.0,5.00,6.0,2019-01-03 21:51:00-06:00,0.00,0.04958333333333333,0.0385
USW00093862,2019-01-04T03:53:00,FM-15,343.0,52.0,0.0,-0.13,93.0,5.00,6.0,2019-01-03 21:53:00-06:00,0.00,0.04958333333333333,0.0385
USW00093862,2019-01-04T04:51:00,FM-16,343.0,52.0,0.0,-0.13,94.0,5.00,7.0,2019-01-03 22:51:00-06:00,0.00,0.04958333333333333,0.0385
USW00093862,2019-01-04T04:53:00,FM-15,343.0,52.0,0.18,-0.13,93.0,5.00,7.0,2019-01-03 22:53:00-06:00,0.00,0.05708333333333334,0.04
USW00093862,2019-01-04T05:09:00,FM-16,343.0,52.0,0.18,-0.13,93.0,5.00,7.0,2019-01-03 23:09:00-06:00,T,0.06375,0.0415
USW00093862,2019-01-04T05:18:00,FM-16,343.0,52.0,0.18,-0.13,93.0,5.00,6.0,2019-01-03 23:18:00-06:00,T,0.07041666666666667,0.043000000000000003
USW00093862,2019-01-04T05:37:00,FM-16,343.0,51.0,0.18,-0.13,90.0,5.00,10.0,2019-01-03 23:37:00-06:00,0.18,0.07708333333333332,0.0445
USW00093862,2019-01-04T05:46:00,FM-16,343.0,51.0,0.18,-0.13,90.0,5.00,13.0,2019-01-03 23:46:00-06:00,0.18,0.08333333333333333,0.046
USW00093862,2019-01-04T05:48:00,FM-16,343.0,52.0,0.18,-0.13,94.0,5.00,13.0,2019-01-03 23:48:00-06:00,0.18,0.09041666666666666,0.0475
USW00093862,2019-01-04T05:53:00,FM-15,343.0,51.0,0.0,0.01,90.0,2.50,8.0,2019-01-03 23:53:00-06:00,0.18,0.09000000000000001,0.0475
USW00093862,2019-01-04T06:46:00,FM-16,343.0,46.0,0.0,0.01,86.0,2.50,17.0,2019-01-04 00:46:00-06:00,0.18,0.08958333333333333,0.0475
USW00093862,2019-01-04T06:53:00,FM-15,343.0,46.0,0.0,0.01,86.0,2.50,20.0,2019-01-04 00:53:00-06:00,0.18,0.08583333333333333,0.0475
USW00093862,2019-01-04T07:00:00,FM-16,343.0,45.0,0.0,0.01,83.0,2.50,13.0,2019-01-04 01:00:00-06:00,T,0.08208333333333333,0.0475
USW00093862,2019-01-04T07:12:00,FM-16,343.0,45.0,0.0,0.01,86.0,2.50,15.0,2019-01-04 01:12:00-06:00,T,0.07833333333333334,0.0475
USW00093862,2019-01-04T07:49:00,FM-16,343.0,45.0,0.0,0.01,87.0,2.50,9.0,2019-01-04 01:49:00-06:00,T,0.07125,0.0475
USW00093862,2019-01-04T07:53:00,FM-15,343.0,44.0,0.0,0.01,86.0,2.50,13.0,2019-01-04 01:53:00-06:00,T,0.06416666666666666,0.0475
USW00093862,2019-01-04T08:00:00,FM-16,343.0,44.0,0.0,0.01,86.0,2.50,14.0,2019-01-04 02:00:00-06:00,T,0.05708333333333334,0.0475
USW00093862,2019-01-04T08:05:00,FM-16,343.0,43.0,0.0,0.01,83.0,2.50,13.0,2019-01-04 02:05:00-06:00,T,0.049999999999999996,0.0475
USW00093862,2019-01-04T08:53:00,FM-15,343.0,44.0,0.0,0.04,90.0,2.50,9.0,2019-01-04 02:53:00-06:00,0.00,0.04833333333333333,0.0475
USW00093862,2019-01-04T09:00:00,FM-16,343.0,44.0,0.0,0.04,90.0,2.50,9.0,2019-01-04 03:00:00-06:00,0.00,0.04666666666666666,0.0475
USW00093862,2019-01-04T09:06:00,FM-16,343.0,44.0,0.0,0.04,90.0,1.50,10.0,2019-01-04 03:06:00-06:00,0.00,0.045000000000000005,0.0475
USW00093862,2019-01-04T09:29:00,FM-16,343.0,43.0,0.0,0.04,86.0,1.50,11.0,2019-01-04 03:29:00-06:00,T,0.045000000000000005,0.0475
USW00093862,2019-01-04T09:53:00,FM-15,343.0,42.0,0.0,0.04,83.0,1.50,11.0,2019-01-04 03:53:00-06:00,T,0.045000000000000005,0.0475
USW00093862,2019-01-04T10:00:00,FM-16,343.0,42.0,0.0,0.04,83.0,3.00,9.0,2019-01-04 04:00:00-06:00,T,0.045000000000000005,0.0475
USW00093862,2019-01-04T10:28:00,FM-16,343.0,42.0,0.0,0.04,86.0,3.00,13.0,2019-01-04 04:28:00-06:00,T,0.045000000000000005,0.0475
USW00093862,2019-01-04T10:45:00,FM-16,343.0,42.0,0.0,0.04,83.0,3.00,14.0,2019-01-04 04:45:00-06:00,T,0.045000000000000005,0.0475
USW00093862,2019-01-04T10:53:00,FM-15,343.0,42.0,0.0,0.04,83.0,3.00,8.0,2019-01-04 04:53:00-06:00,T,0.045000000000000005,0.0475
USW00093862,2019-01-04T11:00:00,FM-16,343.0,42.0,0.0,0.04,86.0,3.00,8.0,2019-01-04 05:00:00-06:00,T,0.0375,0.0475
USW00093862,2019-01-04T11:07:00,FM-16,343.0,42.0,0.0,0.04,86.0,3.00,13.0,2019-01-04 05:07:00-06:00,T,0.03,0.0475
